,client_id,pit,recent_successful_repayments,future_bad_probability,available_credit,balance,sum_failed_repayments ,max_failed_repayments,credit_score,external score,credit_inquiries_count,credit_open_balance,years_on_file,max_successful_repayments,missing_report,client_industry_unknown,tag_in_six_months
3170,21694,27/09/2016,17319.13446,0.222283775,2808.266646,17185.778980000003,0.0,0.0,,-34.0,,,between 2.5 and 3 years,,0,0,good
3171,10915,15/01/2017,22818.3592,0.22228104,941.1737488,13733.62875,0.0,0.0,636.0,920.0,22.0,24553.0,,,0,0,good
3173,9296,27/06/2017,16220.96519,0.222064987,16068.26947,3863.2456700000002,0.0,0.0,707.0,1026.5,1.0,58771.0,between 2.5 and 3 years,24.0,0,0,good
3176,26015,10/2/17,1259.044284,0.221991364,2119.9364739999996,3821.533675,2821.131121,300.8173414,616.0,890.0,6.0,2301.0,less than 0.5 year,0.0,0,0,bad
3177,8272,14/06/2017,11019.423690000001,0.221957463,8724.200503,11357.052909999999,0.0,0.0,653.0,945.5,13.0,91758.0,,28.0,0,0,good
3178,3769,20/05/2017,9335.932668000001,0.221819672,17722.12996,2230.707661,1467.5682199999999,685.6802686000001,686.0,995.0,3.0,150885.0,between 6 and 8 years,13.0,0,0,good
3179,19568,24/10/2016,16177.105309999999,0.221707989,24722.5493,-224.8718352,2995.582508,3000.908194,,-34.0,,,between 1 and 1.5 years,,0,0,good
3180,39901,17/08/2016,2220.209456,0.22170415100000002,15048.436880000001,4.51759131,,,681.0,987.5,3.0,34827.0,,,0,0,good
3181,4188,22/03/2017,4923.419186,0.221668853,8552.796838,1392.532104,444.31104270000003,450.6578643,691.0,1002.5,2.0,137360.0,between 17 and 20 years,,0,0,good
3182,25080,10/9/16,31097.67675,0.221668846,17315.45004,-16.02772774,0.0,0.0,706.0,1025.0,5.0,521501.0,between 3 and 5 years,,0,0,good
3186,13092,27/12/2016,16540.62524,0.221274012,431.81181050000004,19584.94026,842.8440828,849.9449678999999,,-34.0,,,between 25 and 30 years,,0,0,good
3187,31045,22/10/2017,13491.336940000001,0.22120838899999998,2556.327244,17349.03928,1568.2907289999998,326.7826477,645.0,933.5,17.0,17433.0,between 1 and 1.5 years,0.0,0,0,good
3190,4568,6/6/17,9572.023486,0.22100762699999998,308.3463202,14709.13885,0.0,0.0,657.0,951.5,2.0,71364.0,,7.0,0,0,good
3192,3389,17/05/2017,2386.038505,0.220709299,6963.853985,39.58797544,0.0,0.0,730.0,1061.0,3.0,2113.0,,0.0,0,0,good
3195,20979,10/9/16,-14.82623553,0.22040443899999998,19991.34505,-97.62363877,0.0,0.0,780.0,1136.0,4.0,263421.0,between 2 and 2.5 years,,0,0,good
3196,37035,15/01/2017,2323.099259,0.22036345899999998,12187.13798,2518.954945,0.0,0.0,751.0,1092.5,0.0,145858.0,between 20 and 25 years,,0,0,good
3198,14919,8/1/17,7475.681084999999,0.22022683399999998,13768.956380000001,1292.473358,0.0,0.0,671.0,972.5,6.0,745794.0,between 20 and 25 years,26.0,0,0,good
3199,10769,15/02/2017,3023.16244,0.220225759,49493.93847,405.5919509,0.0,0.0,723.0,1050.5,6.0,281302.0,more than 35 years,,0,0,good
3200,20449,29/08/2017,4589.959246,0.22018043199999998,3933.006956,2076.986366,0.0,0.0,651.0,942.5,22.0,251097.0,between 1.5 and 2 years,23.0,0,0,good
3201,8541,20/06/2017,5878.604536,0.22017941300000002,6206.570004,-125.82828229999998,0.0,0.0,697.0,1011.5,5.0,360327.0,between 2 and 2.5 years,0.0,0,0,good
3203,14721,13/03/2017,36503.08999,0.22000358,3120.817516,70781.5686,0.0,0.0,707.0,1026.5,14.0,15451.0,between 8 and 10 years,,0,0,good
3207,29093,10/8/16,2606.883668,0.21963538,1998.8693879999998,17896.89606,0.0,0.0,,-34.0,6.0,,between 1.5 and 2 years,,0,0,good
3208,9153,21/06/2017,42580.32309,0.21943093100000002,1620.5950070000001,48395.95906,0.0,0.0,630.0,911.0,5.0,264797.0,between 17 and 20 years,24.0,0,0,good
3209,8159,2/11/17,16384.72495,0.21939704100000001,5965.205633,13151.14724,0.0,0.0,628.0,908.0,13.0,366484.0,,,0,0,bad
3211,2985,4/2/17,7016.200570999999,0.219336502,24843.62445,15235.781809999999,0.0,0.0,716.0,1040.0,-1.0,277512.0,between 14 and 17 years,24.0,0,0,good
3212,21738,10/4/16,30.85350812,0.21931103100000002,9982.144076999999,-54.60235928,0.0,0.0,709.0,1029.5,1.0,7103.0,between 5 and 6 years,,0,0,good
3213,38468,8/9/16,12170.28313,0.219283073,9772.376632,4778.358907,,,,-34.0,,,between 3 and 5 years,,0,0,good
3217,16525,8/6/17,12404.00435,0.21909315399999998,2815.633734,17883.98156,0.0,0.0,626.0,905.0,6.0,267118.0,between 0.5 and 1 years,26.0,0,0,good
3223,20458,10/12/16,17813.66056,0.218881414,18434.70823,6713.362491,0.0,0.0,,-34.0,,,between 2.5 and 3 years,,0,0,good
3226,31442,23/10/2017,19832.49365,0.218748196,25052.18149,4.583455589,0.0,0.0,636.0,920.0,16.0,423089.0,between 1.5 and 2 years,20.0,0,0,good
3227,22836,30/09/2017,4515.581381,0.218708691,823.6807102000001,6858.500322,720.9577077,366.65079689999993,593.0,855.5,4.0,320085.0,between 2.5 and 3 years,8.0,0,0,good
3229,4523,14/03/2017,2529.281546,0.21861417100000002,9624.748718,5057.394076,0.0,0.0,656.0,950.0,30.0,394332.0,,,0,0,good
3235,22235,25/09/2016,28482.83636,0.217982813,1499.008267,17797.880119999998,0.0,0.0,671.0,972.5,4.0,504772.0,between 10 and 12 years,,0,0,good
3236,18142,1/1/17,10391.96581,0.217896289,6399.934306,14247.548359999999,0.0,0.0,763.0,1110.5,1.0,0.0,between 3 and 5 years,,0,0,good
3237,6692,27/02/2017,7337.518652,0.217860954,45653.57482,15020.50439,0.0,0.0,625.0,903.5,0.0,410054.0,,,0,0,good
3239,27116,19/06/2017,17984.70539,0.217417517,24029.02384,9423.340812,0.0,0.0,745.0,1083.5,3.0,171102.0,less than 0.5 year,0.0,0,0,good
3244,8438,27/06/2017,10379.42898,0.21728652399999998,14423.841919999999,5583.626913,0.0,0.0,702.0,1019.0,7.0,213933.0,less than 0.5 year,12.0,0,0,good
3245,1877,5/2/17,4663.228354,0.217196845,1980.0789300000001,4059.3695439999997,0.0,0.0,715.0,1038.5,6.0,388048.0,,10.0,0,0,good
3246,12416,7/11/17,7536.792859,0.21710697899999998,116.0611223,19468.42566,0.0,0.0,675.0,978.5,3.0,480056.0,,23.0,0,0,good
3247,21422,28/09/2016,66.11060005,0.216962514,5011.684751,-57.03879664,0.0,0.0,648.0,938.0,0.0,91015.0,between 12 and 14 years,,0,0,good
3248,13630,23/07/2017,2614.0849940000003,0.216911721,5533.530003,392.577457,0.0,0.0,687.0,996.5,5.0,183540.0,between 10 and 12 years,21.0,0,0,good
3254,4194,15/03/2017,5165.748772999999,0.216475324,14138.911430000002,739.6351162999999,0.0,0.0,753.0,1095.5,1.0,467715.0,less than 0.5 year,,0,0,good
3255,15123,8/12/17,18952.8839,0.216372827,17937.87021,26616.15455,0.0,0.0,693.0,1005.5,2.0,718644.0,between 5 and 6 years,19.0,0,0,good
3257,19068,11/8/16,71.1301698,0.21606195600000003,,,0.0,0.0,736.0,1070.0,14.0,15461.0,,,0,0,good
3258,6167,6/7/17,13932.51455,0.216057692,8241.89451,6813.020267,0.0,0.0,632.0,914.0,7.0,17604.0,between 2 and 2.5 years,29.0,0,0,good
3259,19728,18/09/2017,16147.85475,0.216011951,24991.973280000002,-796.9581242,0.0,0.0,676.0,980.0,5.0,95863.0,between 14 and 17 years,0.0,0,0,good
3260,23921,17/09/2017,18414.29586,0.21559906399999998,12977.575659999999,-56.83689004,0.0,0.0,603.0,870.5,5.0,269153.0,between 3 and 5 years,0.0,0,0,good
3261,14690,25/07/2017,14362.54153,0.21559152199999998,35728.18131,14447.595980000002,8003.97962,1443.486589,650.0,941.0,0.0,219017.0,between 17 and 20 years,0.0,0,0,good
3263,31306,10/8/16,2.808838228,0.21543700899999998,19953.4033,-47.46388881,0.0,0.0,,-34.0,,,between 5 and 6 years,,0,0,good
3265,7707,22/03/2017,8634.389629000001,0.215293344,8465.892678,6034.622705,0.0,0.0,757.0,1101.5,7.0,246231.0,,,0,0,good
3266,16210,12/4/16,4278.488512,0.215163425,5540.6382,4390.960462,0.0,0.0,,-34.0,,,between 2.5 and 3 years,,0,0,good
3272,2156,5/8/17,3467.0784799999997,0.21466897899999998,3478.76954,12215.439540000001,0.0,0.0,638.0,923.0,7.0,256858.0,between 2.5 and 3 years,24.0,0,0,good
3274,42428,10/1/16,2724.319662,0.21453081100000002,19639.02028,252.6204746,213.19195589999998,212.79891940000002,789.0,1149.5,5.0,3485.0,,,0,0,good
3276,25383,10/2/17,22878.80371,0.21437967800000002,21889.832919999997,13144.12815,0.0,0.0,647.0,936.5,15.0,90173.0,between 1 and 1.5 years,14.0,0,0,good
3280,5553,31/05/2017,15146.588130000002,0.21418232199999998,4166.765535,16093.08294,0.0,0.0,691.0,1002.5,5.0,219484.0,between 10 and 12 years,26.0,0,0,good
3281,17694,23/11/2016,13172.4897,0.214162152,8445.010431,11703.46617,0.0,0.0,,-34.0,,,between 10 and 12 years,,0,0,good
3283,22564,17/10/2017,11485.34938,0.213942312,15702.177280000002,4324.759794,0.0,0.0,663.0,960.5,23.0,524633.0,between 20 and 25 years,25.0,0,0,good
3284,12843,1/10/17,-77.89758082,0.213804275,19957.7488,1.314974482,0.0,0.0,640.0,926.0,6.0,408535.0,between 6 and 8 years,,0,0,good
3286,18744,28/08/2017,27735.30811,0.213486035,25629.65259,19180.08291,0.0,0.0,716.0,1040.0,3.0,590376.0,between 12 and 14 years,-5.0,0,0,good
3288,40664,1/1/17,20075.18978,0.213252909,570.1679325,13835.21111,0.0,0.0,580.0,836.0,13.0,210001.0,,,0,0,good
3292,6868,22/02/2017,23977.60745,0.212925699,24.87440386,30384.84863,0.0,0.0,671.0,972.5,2.0,445122.0,,,0,0,good
3297,3280,28/05/2017,13883.695590000001,0.212737475,73083.48951,4050.680637,0.0,0.0,782.0,1139.0,6.0,96125.0,between 25 and 30 years,25.0,0,0,good
3300,7148,14/06/2017,7276.471165000001,0.21259288399999998,5078.972862,14903.314209999999,4254.708877,494.08261110000007,620.0,896.0,4.0,127431.0,less than 0.5 year,0.0,0,0,good
3301,25568,10/1/17,4057.683122,0.21255360199999998,19056.90616,691.3612756,0.0,0.0,655.0,948.5,6.0,61017.0,less than 0.5 year,28.0,0,0,good
3302,5028,21/03/2017,17549.08593,0.21252047699999999,5105.103684000001,18395.75991,0.0,0.0,800.0,1166.0,7.0,236810.0,less than 0.5 year,,0,0,good
3304,7408,17/06/2017,11595.77277,0.212470852,10529.14365,10115.97386,1581.749025,683.7661697000001,652.0,944.0,12.0,71953.0,between 3 and 5 years,7.0,0,0,good
3305,15640,21/10/2017,49726.94621,0.21240860600000003,1539.018573,28433.463010000003,0.0,0.0,651.0,942.5,0.0,74043.0,less than 0.5 year,4.0,0,0,good
3307,17647,14/08/2017,77788.6804,0.21238217199999998,1835.6988649999998,54375.20914,0.0,0.0,726.0,1055.0,2.0,727221.0,less than 0.5 year,0.0,0,0,good
3308,12066,9/6/17,18641.55706,0.212372778,4680.665852,30358.716519999998,0.0,0.0,641.0,927.5,6.0,108748.0,between 2 and 2.5 years,27.0,0,0,good
3309,12281,1/7/17,39301.341889999996,0.21212863899999998,616.3964865,20045.91024,0.0,0.0,679.0,984.5,58.0,374079.0,between 5 and 6 years,,0,0,good
3311,248,25/04/2017,-24.48143371,0.21200636899999997,19909.56824,-34.08336979,0.0,0.0,682.0,989.0,64.0,96380.0,between 1 and 1.5 years,,0,1,good
3312,11603,28/01/2017,14947.4863,0.211996966,4039.281943,24696.162180000003,423.89919469999995,420.31404419999996,721.0,1047.5,10.0,18804.0,,,0,0,good
3314,1721,4/12/17,16400.9707,0.211861821,3012.265857,17649.53382,0.0,0.0,669.0,969.5,8.0,701584.0,between 8 and 10 years,22.0,0,0,good
3317,4707,14/03/2017,14025.56464,0.21165592600000002,390.96043639999994,6608.409632,0.0,0.0,686.0,995.0,1.0,76384.0,between 3 and 5 years,,0,0,good
3318,44900,4/11/17,22270.086,0.211585005,5444.864797,20925.93254,698.3074999,108.7613324,635.0,918.5,6.0,90387.0,,1.0,0,0,good
3319,8545,7/2/17,2516.807841,0.211511287,7003.955102,6605.379861,0.0,0.0,653.0,945.5,22.0,12580.0,,21.0,0,0,good
3323,7877,6/10/17,13952.77783,0.211292785,4729.159482999999,13658.03648,0.0,0.0,680.0,986.0,4.0,116780.0,between 2 and 2.5 years,21.0,0,0,good
3324,6097,25/02/2017,5074.998838,0.211164131,9936.750009000001,9493.994245,0.0,0.0,674.0,977.0,3.0,172295.0,,,0,0,good
3325,19257,26/08/2017,50674.01919,0.211159674,2913.045117,97067.96413,3121.19455,3118.638274,763.0,1110.5,6.0,41646.0,between 3 and 5 years,0.0,0,0,good
3328,29706,16/10/2017,16078.46169,0.211050691,5758.879265,13478.355309999999,0.0,0.0,655.0,948.5,2.0,212837.0,between 10 and 12 years,24.0,0,0,good
3332,4625,21/06/2017,19060.22152,0.210734632,5665.794626,19679.075630000003,0.0,0.0,607.0,876.5,26.0,333218.0,,21.0,0,0,good
3333,3523,21/03/2017,17305.860109999998,0.210611978,360.5796472,16403.178480000002,0.0,0.0,653.0,945.5,14.0,29421.0,between 1 and 1.5 years,,0,0,good
3335,18605,11/6/16,5857.141404,0.210550706,19539.63221,454.6549825,0.0,0.0,,-34.0,,,between 14 and 17 years,,0,0,good
3336,15470,8/8/17,11166.427520000001,0.21051441,38814.60368,9893.978251,0.0,0.0,676.0,980.0,7.0,33352.0,less than 0.5 year,23.0,0,0,good
3337,8503,26/06/2017,35.31886767,0.21044553100000002,19962.0884,24.47720621,0.0,0.0,703.0,1020.5,13.0,190442.0,between 20 and 25 years,0.0,0,0,good
3340,14184,24/07/2017,10502.07043,0.210277904,6268.1668119999995,23890.814130000002,0.0,0.0,704.0,1022.0,1.0,344231.0,between 12 and 14 years,23.0,0,0,good
3342,10866,15/01/2017,299.02862400000004,0.209933736,4967.7381479999995,74.29621033,0.0,0.0,724.0,1052.0,4.0,83246.0,less than 0.5 year,,0,0,good
3344,11093,17/07/2017,15146.170830000001,0.209866921,6880.510515000001,13106.231890000001,0.0,0.0,636.0,920.0,11.0,635688.0,between 14 and 17 years,20.0,0,0,good
3350,16837,8/12/17,8504.020023000001,0.209444717,2087.232275,13008.06375,392.666652,390.1589961,706.0,1025.0,16.0,64623.0,between 3 and 5 years,24.0,0,0,good
3352,8908,15/02/2017,16255.26541,0.20929347899999998,16331.39036,33902.27622,0.0,0.0,737.0,1071.5,8.0,1356524.0,,,0,0,good
3356,12804,1/8/17,29628.26957,0.209004621,15073.79513,30294.64673,2019.115252,1042.1653939999999,780.0,1136.0,,190548.0,between 1.5 and 2 years,,0,0,good
3358,7016,14/02/2017,17169.81667,0.20879602100000003,566.8770047999999,18419.59831,0.0,0.0,606.0,875.0,27.0,573998.0,between 1.5 and 2 years,,0,0,good
3360,5674,3/8/17,16687.35367,0.208754818,15102.74555,24.92819468,0.0,0.0,632.0,914.0,13.0,128064.0,between 3 and 5 years,,0,0,good
3361,20780,9/3/17,16840.04694,0.20874577100000002,12509.9585,17484.67515,0.0,0.0,642.0,929.0,25.0,10716.0,between 10 and 12 years,27.0,0,0,good
3362,14677,30/07/2017,11210.62991,0.20869714399999997,16690.01079,3445.1809759999996,0.0,0.0,656.0,950.0,7.0,432319.0,,20.0,0,0,good
3363,6613,21/02/2017,13.88260206,0.208626497,30003.267139999996,-10.17344379,0.0,0.0,619.0,894.5,8.0,56340.0,between 0.5 and 1 years,,0,0,good
3366,24566,10/2/17,15850.355269999998,0.20849797899999997,7622.674306999999,11326.14532,0.0,0.0,620.0,896.0,0.0,37803.0,between 12 and 14 years,27.0,0,0,good
3368,10010,28/06/2017,5492.347073,0.20836479100000002,3420.993978,2583.064714,0.0,0.0,621.0,897.5,4.0,227006.0,,3.0,0,0,good
3370,11226,14/01/2017,11835.29062,0.207966259,14317.499109999999,4322.703315,0.0,0.0,630.0,911.0,23.0,278016.0,,,0,0,good
3371,3764,21/03/2017,-25.75014372,0.20793277,44904.23025,53.35131996,0.0,0.0,652.0,944.0,6.0,25429.0,between 14 and 17 years,,0,0,good
3372,2517,27/03/2017,19033.05865,0.20791459,20043.54118,19302.410669999997,0.0,0.0,609.0,879.5,9.0,25948.0,between 8 and 10 years,,0,0,good
3374,10754,8/9/17,15244.54271,0.207820096,242.0814599,19740.57529,0.0,0.0,750.0,1091.0,4.0,401139.0,between 2 and 2.5 years,25.0,0,0,good
3375,214,5/1/17,7365.893991,0.207626699,5985.529086,-40.57271981,148.92230859999998,42.02073923,746.0,1085.0,2.0,19339.0,between 3 and 5 years,-3.0,0,0,good
3378,7207,6/7/17,11576.77418,0.20718982600000002,4839.0799719999995,8139.794586,0.0,0.0,565.0,813.5,19.0,260403.0,,24.0,0,0,good
3380,9568,7/5/17,10418.44482,0.207083821,8716.540619,11340.62195,0.0,0.0,671.0,972.5,16.0,571111.0,between 0.5 and 1 years,22.0,0,0,good
3382,12979,24/07/2017,7897.416106000001,0.20693617600000003,5648.391447999999,11780.011999999999,0.0,0.0,667.0,966.5,16.0,425530.0,,25.0,0,0,good
3383,22587,9/10/17,13560.93671,0.20676537899999997,19981.673580000002,-139.69555469999997,0.0,0.0,609.0,879.5,7.0,644117.0,,0.0,0,0,good
3386,20422,27/09/2017,8529.876839,0.206715669,11776.76322,2783.511504,0.0,0.0,619.0,894.5,26.0,60576.0,less than 0.5 year,23.0,0,0,good
3387,24304,18/09/2017,95.46969787,0.20649336399999998,9988.955379,9334.467339,0.0,0.0,657.0,951.5,14.0,98165.0,less than 0.5 year,0.0,0,0,good
3389,1915,5/6/17,16212.101880000002,0.20645846,2386.192483,18576.750219999998,0.0,0.0,613.0,885.5,2.0,40913.0,less than 0.5 year,24.0,0,0,good
3390,11267,18/10/2017,9601.395752,0.20645569,10057.76036,-98.88159906,1024.099496,411.5458298,622.0,899.0,2.0,284426.0,between 1 and 1.5 years,0.0,0,0,good
3392,30508,22/10/2017,2854.962837,0.20640070800000002,18738.97896,1082.092083,0.0,0.0,700.0,1016.0,20.0,146000.0,less than 0.5 year,21.0,0,0,good
3393,15334,25/12/2016,8201.266017,0.206386769,14360.9818,691.4074471,0.0,0.0,687.0,996.5,7.0,65257.0,between 1 and 1.5 years,,0,0,good
3395,10760,28/01/2017,4424.763039,0.206338921,3506.167875,3463.5544640000003,0.0,0.0,615.0,888.5,18.0,46475.0,between 2 and 2.5 years,,0,0,good
3402,37198,3/1/17,10234.72195,0.205805933,2580.500361,8089.365848,0.0,0.0,589.0,849.5,7.0,0.0,between 3 and 5 years,,0,0,good
3403,18589,11/6/16,11351.53976,0.205680289,16571.6689,884.689302,0.0,0.0,,-34.0,,,between 1.5 and 2 years,,0,0,good
3408,8111,2/6/17,0.368458685,0.20531048699999999,20088.76371,-44.38033746,89.86905281,89.91482015,648.0,938.0,85.0,262704.0,between 14 and 17 years,,0,0,good
3409,3696,13/05/2017,67124.28521,0.20526665100000002,30080.4061,-21.96320861,0.0,0.0,694.0,1007.0,7.0,98212.0,between 0.5 and 1 years,0.0,0,0,good
3410,26020,10/2/17,14576.85518,0.20522279899999998,1051.646743,29250.661819999998,0.0,0.0,621.0,897.5,5.0,30690.0,between 0.5 and 1 years,28.0,0,0,good
3411,33162,23/04/2017,23003.93882,0.205010508,20012.295019999998,-145.8853127,0.0,0.0,715.0,1038.5,,,,0.0,0,0,good
3414,23478,13/09/2016,9153.415859,0.20489704,238.62046569999995,9814.864172,0.0,0.0,,-34.0,,,between 1.5 and 2 years,,0,0,good
3421,9291,31/01/2017,8271.287306,0.204438361,12877.733999999999,2016.5513449999999,0.0,0.0,665.0,963.5,15.0,8958.0,less than 0.5 year,,0,0,good
3424,9482,26/06/2017,9767.772487999999,0.20438877600000002,4497.8546590000005,15481.853219999999,0.0,0.0,634.0,917.0,9.0,85953.0,between 6 and 8 years,24.0,0,0,good
3425,19048,27/08/2017,9645.414994,0.204359286,15576.21972,14015.4025,0.0,0.0,723.0,1050.5,3.0,360204.0,,24.0,0,0,good
3426,3165,29/03/2017,11007.589179999999,0.20429260000000002,2229.707076,17709.17785,0.0,0.0,706.0,1025.0,3.0,29698.0,between 6 and 8 years,,0,0,good
3428,367,4/12/17,-58.34736014,0.204135239,19985.530580000002,29.13533315,0.0,0.0,768.0,1118.0,3.0,59696.0,,0.0,0,0,good
3429,2851,26/03/2017,5704.593666,0.20411564199999999,1070.730083,19378.61593,0.0,0.0,623.0,900.5,3.0,303072.0,between 12 and 14 years,,0,0,good
3432,16311,12/7/16,15.96931382,0.204051714,20016.18156,-26.13320614,0.0,0.0,770.0,1121.0,12.0,181372.0,,,0,0,good
3433,25319,26/09/2017,3424.6069060000004,0.20395189600000002,7439.964011,588.2178531000001,0.0,0.0,671.0,972.5,1.0,8346.0,between 1 and 1.5 years,26.0,0,0,good
3434,10656,22/07/2017,7893.304264,0.203906213,23886.386430000002,6109.743464,0.0,0.0,,-34.0,0.0,0.0,,30.0,0,0,good
3435,23617,17/09/2017,6282.058271,0.2036177,2340.580102,17597.334469999998,0.0,0.0,641.0,927.5,9.0,66092.0,between 25 and 30 years,26.0,0,0,good
3437,24127,18/09/2017,2699.449777,0.20349192100000002,9576.938662999999,476.2997909,0.0,0.0,666.0,965.0,13.0,564520.0,between 3 and 5 years,23.0,0,0,good
3438,24293,20/09/2017,35327.07422,0.203463936,4797.761532,60275.906820000004,0.0,0.0,649.0,939.5,10.0,192737.0,between 1.5 and 2 years,21.0,0,0,good
3439,5004,27/05/2017,50080.1911,0.20338319100000002,23933.37706,46.32279679,0.0,0.0,630.0,911.0,4.0,35630.0,between 6 and 8 years,0.0,0,0,good
3442,20975,9/10/17,12001.78602,0.203141897,13189.269409999999,6662.543686999999,0.0,0.0,756.0,1100.0,7.0,299906.0,between 25 and 30 years,25.0,0,0,good
3443,7053,13/02/2017,22986.34289,0.203019029,-12741.05622,31831.136639999997,0.0,0.0,643.0,930.5,7.0,197834.0,between 6 and 8 years,,0,0,good
3444,18940,11/5/16,13646.15021,0.20297204,4397.417937,16305.55891,344.0889308,170.4685325,,-34.0,,,between 8 and 10 years,,0,0,good
3446,1540,15/05/2017,42262.08458,0.202839961,50062.15628,48.73897692,0.0,0.0,682.0,989.0,1.0,665316.0,between 2 and 2.5 years,0.0,0,0,good
3449,21697,27/09/2016,4020.7560909999997,0.20230038399999997,9291.44427,603.3196271,0.0,0.0,653.0,945.5,2.0,466759.0,between 8 and 10 years,,0,0,good
3450,12953,26/07/2017,14951.077640000001,0.20228660899999998,77511.6375,2480.104507,0.0,0.0,625.0,903.5,5.0,620775.0,more than 35 years,22.0,0,0,good
3452,3142,29/05/2017,3007.837079,0.202267461,5985.712801,2057.5046859999998,0.0,0.0,700.0,1016.0,16.0,94310.0,between 3 and 5 years,0.0,0,0,good
3453,12436,19/07/2017,4904.4320259999995,0.202226486,29172.49222,877.4761348999999,0.0,0.0,671.0,972.5,4.0,1620746.0,between 20 and 25 years,32.0,0,0,good
3459,8243,17/07/2017,1424.7870189999999,0.201591784,11861.719959999999,225.8989993,0.0,0.0,695.0,1008.5,3.0,246308.0,between 6 and 8 years,23.0,0,0,good
3460,3545,14/05/2017,22399.72179,0.20148340399999998,12430.653559999999,27041.101560000003,0.0,0.0,652.0,944.0,1.0,178229.0,between 3 and 5 years,26.0,0,0,good
3462,9444,10/4/17,3518.771973,0.201306263,2649.052722,6235.219512,0.0,0.0,679.0,984.5,9.0,22529.0,,19.0,0,0,good
3464,8028,2/8/17,11673.18605,0.201117655,1443.094175,18779.34981,0.0,0.0,608.0,878.0,16.0,880868.0,,,0,0,good
3465,18696,20/08/2017,22761.01925,0.201070833,6828.976498,19019.701230000002,0.0,0.0,615.0,888.5,10.0,548145.0,between 3 and 5 years,27.0,0,0,good
3467,19993,27/08/2017,6726.556175,0.20094222899999997,1291.001448,8793.511559999999,0.0,0.0,660.0,956.0,6.0,412425.0,between 10 and 12 years,12.0,0,0,good
3471,5746,16/08/2017,68729.34319,0.200651936,9975.148689,89841.10001000001,0.0,0.0,676.0,980.0,28.0,728747.0,between 2.5 and 3 years,7.0,0,0,good
3472,7500,19/06/2017,13632.47838,0.200639393,735.6896947,18736.167559999998,948.9993514,220.8361614,664.0,962.0,23.0,825449.0,between 0.5 and 1 years,-2.0,0,0,good
3473,22714,25/09/2017,-43.90449957,0.20058535100000002,9983.575483,-35.90448175,0.0,0.0,694.0,1007.0,8.0,32860.0,,0.0,0,0,good
